Gene	Sample	Value
CYP2B6	NKI_23	-0.632
AKR7A3	NKI_23	0.286
FLJ20273	NKI_23	0.007
JMJD2B	NKI_23	0.239
CDK2AP1	NKI_23	-0.208
HEXIM1	NKI_23	0.313
SH2D2A	NKI_23	-0.558
IFNAR2	NKI_23	-0.025
ASNS	NKI_23	-0.136
MLZE	NKI_23	-0.195
SKP1A	NKI_23	0.139
MYO5C	NKI_23	0.225
APOBEC3B	NKI_23	-0.385
LRBA	NKI_23	0.181
UBXD3	NKI_23	0.032
DSC2	NKI_23	-0.369
TEGT	NKI_23	0.278
EML4	NKI_23	0.069
KARCA1	NKI_23	-0.185
GATA3	NKI_24	-0.734
CA12	NKI_24	-0.988
THSD4	NKI_24	-1.071
AFF3	NKI_24	-1.002
TBC1D9	NKI_24	-0.632
FOXA1	NKI_24	-1.551
GREB1	NKI_24	-1.071
DNALI1	NKI_24	-0.445
VGLL1	NKI_24	0.15
PRR15	NKI_24	-1.1
SLC7A2	NKI_24	-1.18
XBP1	NKI_24	-0.772
SCUBE2	NKI_24	-1.253
MYB	NKI_24	-0.91
B3GNT5	NKI_24	0.065
CELSR1	NKI_24	-0.251
NAT1	NKI_24	-0.748
MAGED2	NKI_24	-0.391
VAV3	NKI_24	-0.731
FBP1	NKI_24	-0.678
BCL11A	NKI_24	0.378
SOD2	NKI_24	0.31
AGR2	NKI_24	-1.414
ERBB4	NKI_24	-0.938
TNFRSF21	NKI_24	0.391
PHGDH	NKI_24	0.118
TFF3	NKI_24	-1.542
STS-1	NKI_24	-0.017
TCEAL1	NKI_24	-0.47
GABRP	NKI_24	0.874
FLJ21127	NKI_24	-0.243
BCL2	NKI_24	-0.429
MOAP1	NKI_24	-0.332
ACOT4	NKI_24	-0.496
YBX1	NKI_24	-0.001
SOD2	NKI_24	0.267
MREG	NKI_24	-0.34
CDH3	NKI_24	0.781
C10orf38	NKI_24	0.541
RARRES1	NKI_24	-0.138
ABTB2	NKI_24	0.195
RERG	NKI_24	-0.582
ST8SIA1	NKI_24	0.707
SIRPA	NKI_24	0.437
MICALL1	NKI_24	0.259
CDCA7	NKI_24	0.422
ERBB4	NKI_24	-1.083
QSCN6L1	NKI_24	0.208
CYP2B6	NKI_24	-1.257
CIRBP	NKI_24	-0.169
ERBB3	NKI_24	-0.522
CHCHD5	NKI_24	-0.196
LOC124220	NKI_24	-1.107
TMCC2	NKI_24	0.083
DACH1	NKI_24	-1.062
HMGCL	NKI_24	-0.211
NCOA7	NKI_24	0.161
FSCN1	NKI_24	0.481
KCNN4	NKI_24	0.632
CPEB2	NKI_24	-0.334
CYP2B6	NKI_24	-1.194
AKR7A3	NKI_24	-1.253
FLJ20273	NKI_24	-0.355
JMJD2B	NKI_24	-0.395
CDK2AP1	NKI_24	0.102
HEXIM1	NKI_24	-0.346
SH2D2A	NKI_24	0.153
IFNAR2	NKI_24	-0.003
ASNS	NKI_24	0.207
MLZE	NKI_24	-0.048
SKP1A	NKI_24	-0.218
MYO5C	NKI_24	-0.247
APOBEC3B	NKI_24	0.686
LRBA	NKI_24	-0.196
UBXD3	NKI_24	-0.144
DSC2	NKI_24	0.772
TEGT	NKI_24	-0.473
EML4	NKI_24	0.004
KARCA1	NKI_24	-0.19
GATA3	NKI_26	0.145
CA12	NKI_26	-0.118
THSD4	NKI_26	-0.153
AFF3	NKI_26	0.115
TBC1D9	NKI_26	0.096
FOXA1	NKI_26	0.125
GREB1	NKI_26	0.035
DNALI1	NKI_26	0.036
VGLL1	NKI_26	-0.558
PRR15	NKI_26	-0.165
SLC7A2	NKI_26	0.073
XBP1	NKI_26	0.113
SCUBE2	NKI_26	-0.014
MYB	NKI_26	0.007
B3GNT5	NKI_26	-0.075
CELSR1	NKI_26	0.057
NAT1	NKI_26	0.036
MAGED2	NKI_26	0.058
VAV3	NKI_26	0.028
FBP1	NKI_26	0.167
BCL11A	NKI_26	-0.498
SOD2	NKI_26	-0.183
AGR2	NKI_26	-0.346
ERBB4	NKI_26	0.241
TNFRSF21	NKI_26	-0.2
PHGDH	NKI_26	-0.039
TFF3	NKI_26	-0.955
STS-1	NKI_26	0.06
TCEAL1	NKI_26	0.124
GABRP	NKI_26	-0.534
FLJ21127	NKI_26	-0.123
BCL2	NKI_26	-0.062
MOAP1	NKI_26	0.007
ACOT4	NKI_26	0.016
YBX1	NKI_26	-0.105
SOD2	NKI_26	-0.128
MREG	NKI_26	0.231
CDH3	NKI_26	-0.218
C10orf38	NKI_26	-0.184
RARRES1	NKI_26	-0.315
ABTB2	NKI_26	-0.067
RERG	NKI_26	-0.328
ST8SIA1	NKI_26	-0.004
SIRPA	NKI_26	-0.033
MICALL1	NKI_26	-0.015
CDCA7	NKI_26	-0.821
ERBB4	NKI_26	0.391
QSCN6L1	NKI_26	-0.355
CYP2B6	NKI_26	-0.915
CIRBP	NKI_26	0.136
ERBB3	NKI_26	0.21
CHCHD5	NKI_26	0.048
LOC124220	NKI_26	-0.111
TMCC2	NKI_26	-0.173
DACH1	NKI_26	-0.083
HMGCL	NKI_26	0.074
NCOA7	NKI_26	-0.25
FSCN1	NKI_26	-0.046
KCNN4	NKI_26	0.082
CPEB2	NKI_26	0.097
CYP2B6	NKI_26	-0.931
AKR7A3	NKI_26	-0.241
FLJ20273	NKI_26	0.08
JMJD2B	NKI_26	0.105
CDK2AP1	NKI_26	-0.187
HEXIM1	NKI_26	0.108
SH2D2A	NKI_26	-0.261
IFNAR2	NKI_26	0
ASNS	NKI_26	-0.125
MLZE	NKI_26	-0.063
SKP1A	NKI_26	0.057
MYO5C	NKI_26	-0.057
APOBEC3B	NKI_26	-0.354
LRBA	NKI_26	0.166
UBXD3	NKI_26	-0.083
DSC2	NKI_26	-0.174
TEGT	NKI_26	0.023
EML4	NKI_26	-0.076
KARCA1	NKI_26	-0.272
GATA3	NKI_27	-0.051
CA12	NKI_27	0.155
THSD4	NKI_27	0.33
AFF3	NKI_27	0.277
TBC1D9	NKI_27	0.402
FOXA1	NKI_27	0.004
GREB1	NKI_27	0.451
DNALI1	NKI_27	-0.043
VGLL1	NKI_27	-0.361
PRR15	NKI_27	-0.276
SLC7A2	NKI_27	0.375
XBP1	NKI_27	0.241
SCUBE2	NKI_27	0.295
MYB	NKI_27	0.376
B3GNT5	NKI_27	-0.186
CELSR1	NKI_27	0.314
NAT1	NKI_27	-0.391
MAGED2	NKI_27	-0.009
VAV3	NKI_27	0.075
FBP1	NKI_27	0.071
BCL11A	NKI_27	-0.301
SOD2	NKI_27	-0.199
AGR2	NKI_27	-0.013
ERBB4	NKI_27	0.376
TNFRSF21	NKI_27	-0.161
PHGDH	NKI_27	-0.48
TFF3	NKI_27	-0.592
STS-1	NKI_27	-0.208
TCEAL1	NKI_27	-0.088
GABRP	NKI_27	-0.609
FLJ21127	NKI_27	0.15
BCL2	NKI_27	0.354
MOAP1	NKI_27	0.182
ACOT4	NKI_27	0.19
YBX1	NKI_27	-0.138
SOD2	NKI_27	-0.132
MREG	NKI_27	0.072
CDH3	NKI_27	-0.26
C10orf38	NKI_27	-0.118
RARRES1	NKI_27	-0.257
ABTB2	NKI_27	-0.05
RERG	NKI_27	0.442
ST8SIA1	NKI_27	-0.234
SIRPA	NKI_27	-0.123
MICALL1	NKI_27	-0.065
CDCA7	NKI_27	-0.457
ERBB4	NKI_27	0.269
QSCN6L1	NKI_27	-0.231
CYP2B6	NKI_27	-0.616
CIRBP	NKI_27	0.148
ERBB3	NKI_27	0.046
CHCHD5	NKI_27	0.135
LOC124220	NKI_27	-0.005
TMCC2	NKI_27	-0.195
DACH1	NKI_27	0.128
HMGCL	NKI_27	0.193
NCOA7	NKI_27	-0.11
FSCN1	NKI_27	-0.111
KCNN4	NKI_27	-0.205
CPEB2	NKI_27	0.215
CYP2B6	NKI_27	-0.596
AKR7A3	NKI_27	-0.189
FLJ20273	NKI_27	0.164
JMJD2B	NKI_27	0.18
CDK2AP1	NKI_27	-0.183
HEXIM1	NKI_27	0.166
SH2D2A	NKI_27	-0.423
IFNAR2	NKI_27	0.038
ASNS	NKI_27	-0.224
MLZE	NKI_27	-0.095
SKP1A	NKI_27	0.18
MYO5C	NKI_27	0.159
APOBEC3B	NKI_27	-0.353
LRBA	NKI_27	0.2
UBXD3	NKI_27	0.092
DSC2	NKI_27	-0.223
TEGT	NKI_27	0.202
EML4	NKI_27	-0.095
KARCA1	NKI_27	-0.098
GATA3	NKI_28	-0.232
CA12	NKI_28	-0.213
THSD4	NKI_28	-0.018
AFF3	NKI_28	0.126
TBC1D9	NKI_28	-0.172
FOXA1	NKI_28	-0.22
GREB1	NKI_28	-0.015
DNALI1	NKI_28	-0.071
VGLL1	NKI_28	-0.09
PRR15	NKI_28	-0.527
SLC7A2	NKI_28	-0.001
XBP1	NKI_28	-0.018
SCUBE2	NKI_28	-0.011
MYB	NKI_28	0.01
B3GNT5	NKI_28	-0.026
CELSR1	NKI_28	-0.289
NAT1	NKI_28	-0.607
MAGED2	NKI_28	-0.138
VAV3	NKI_28	-0.117
FBP1	NKI_28	-0.03
BCL11A	NKI_28	0.36
SOD2	NKI_28	-0.041
AGR2	NKI_28	-0.155
ERBB4	NKI_28	0.188
TNFRSF21	NKI_28	0.191
PHGDH	NKI_28	-0.01
TFF3	NKI_28	-0.237
STS-1	NKI_28	0.094
TCEAL1	NKI_28	0.125
GABRP	NKI_28	0.432
FLJ21127	NKI_28	0.008
BCL2	NKI_28	0.024
MOAP1	NKI_28	0.034
ACOT4	NKI_28	-0.238
YBX1	NKI_28	0.063
SOD2	NKI_28	-0.028
MREG	NKI_28	0.13
CDH3	NKI_28	0.37
C10orf38	NKI_28	0.144
RARRES1	NKI_28	-0.029
ABTB2	NKI_28	0.005
RERG	NKI_28	0.171
ST8SIA1	NKI_28	0.049
SIRPA	NKI_28	0.197
MICALL1	NKI_28	0.023
CDCA7	NKI_28	-0.388
ERBB4	NKI_28	0.081
QSCN6L1	NKI_28	-0.281
CYP2B6	NKI_28	-1.038
CIRBP	NKI_28	0.317
ERBB3	NKI_28	-0.128
CHCHD5	NKI_28	-0.037
LOC124220	NKI_28	-0.25
TMCC2	NKI_28	-0.155
DACH1	NKI_28	-0.114
HMGCL	NKI_28	0.038
NCOA7	NKI_28	0.126
FSCN1	NKI_28	-0.153
KCNN4	NKI_28	0.313
CPEB2	NKI_28	-0.092
CYP2B6	NKI_28	-0.916
AKR7A3	NKI_28	-0.711
FLJ20273	NKI_28	-0.062
JMJD2B	NKI_28	-0.19
CDK2AP1	NKI_28	-0.024
HEXIM1	NKI_28	0.12
SH2D2A	NKI_28	-0.161
IFNAR2	NKI_28	0.105
ASNS	NKI_28	-0.343
MLZE	NKI_28	-0.071
SKP1A	NKI_28	0.068
MYO5C	NKI_28	0.027
APOBEC3B	NKI_28	-0.142
LRBA	NKI_28	-0.154
UBXD3	NKI_28	-0.214
DSC2	NKI_28	-0.003
TEGT	NKI_28	0.092
EML4	NKI_28	-0.072
KARCA1	NKI_28	-0.327
GATA3	NKI_29	0.072
CA12	NKI_29	-0.234
THSD4	NKI_29	-0.026
AFF3	NKI_29	-0.306
TBC1D9	NKI_29	-0.14
FOXA1	NKI_29	-0.124
GREB1	NKI_29	-0.099
DNALI1	NKI_29	0.08
VGLL1	NKI_29	-0.287
PRR15	NKI_29	-0.236
SLC7A2	NKI_29	-0.131
XBP1	NKI_29	-0.213
SCUBE2	NKI_29	0.342
MYB	NKI_29	-0.045
B3GNT5	NKI_29	-0.333
CELSR1	NKI_29	-0.014
NAT1	NKI_29	0.256
MAGED2	NKI_29	-0.138
VAV3	NKI_29	-0.23
FBP1	NKI_29	-0.046
BCL11A	NKI_29	-0.353
SOD2	NKI_29	-0.204
AGR2	NKI_29	-0.338
ERBB4	NKI_29	0.165
TNFRSF21	NKI_29	-0.075
PHGDH	NKI_29	-0.089
TFF3	NKI_29	-0.168
STS-1	NKI_29	-0.283
TCEAL1	NKI_29	-0.121
GABRP	NKI_29	-0.306
FLJ21127	NKI_29	-0.192
BCL2	NKI_29	-0.165
MOAP1	NKI_29	-0.126
ACOT4	NKI_29	-0.004
YBX1	NKI_29	-0.118
SOD2	NKI_29	-0.219
MREG	NKI_29	-0.169
CDH3	NKI_29	-0.117
C10orf38	NKI_29	-0.125
RARRES1	NKI_29	-0.226
ABTB2	NKI_29	-0.066
RERG	NKI_29	-0.446
ST8SIA1	NKI_29	-0.193
SIRPA	NKI_29	-0.043
MICALL1	NKI_29	-0.006
CDCA7	NKI_29	-0.656
ERBB4	NKI_29	0.272
QSCN6L1	NKI_29	-0.216
CYP2B6	NKI_29	-0.25
CIRBP	NKI_29	0.053
ERBB3	NKI_29	-0.182
CHCHD5	NKI_29	0.049
LOC124220	NKI_29	0.105
TMCC2	NKI_29	-0.058
DACH1	NKI_29	-0.139
HMGCL	NKI_29	-0.01
NCOA7	NKI_29	-0.326
FSCN1	NKI_29	-0.058
KCNN4	NKI_29	-0.259
CPEB2	NKI_29	-0.136
CYP2B6	NKI_29	-0.187
AKR7A3	NKI_29	-0.398
FLJ20273	NKI_29	-0.132
JMJD2B	NKI_29	-0.265
CDK2AP1	NKI_29	-0.117
HEXIM1	NKI_29	0.022
SH2D2A	NKI_29	-0.052
IFNAR2	NKI_29	-0.128
ASNS	NKI_29	-0.295
MLZE	NKI_29	-0.089
SKP1A	NKI_29	-0.296
MYO5C	NKI_29	-0.061
APOBEC3B	NKI_29	-0.192
LRBA	NKI_29	0.011
UBXD3	NKI_29	-0.032
DSC2	NKI_29	-0.286
TEGT	NKI_29	-0.106
EML4	NKI_29	0.028
KARCA1	NKI_29	-0.19
GATA3	NKI_30	-0.087
CA12	NKI_30	0.117
THSD4	NKI_30	0.306
AFF3	NKI_30	-0.233
TBC1D9	NKI_30	0.128
FOXA1	NKI_30	-0.011
GREB1	NKI_30	0.14
DNALI1	NKI_30	0.098
VGLL1	NKI_30	-0.102
PRR15	NKI_30	-0.033
SLC7A2	NKI_30	-0.729
XBP1	NKI_30	0.084
SCUBE2	NKI_30	0.484
MYB	NKI_30	0.302
B3GNT5	NKI_30	-0.101
CELSR1	NKI_30	0.016
NAT1	NKI_30	0.292
MAGED2	NKI_30	-0.073
VAV3	NKI_30	0.274
FBP1	NKI_30	0.139
BCL11A	NKI_30	-0.225
SOD2	NKI_30	-0.35
AGR2	NKI_30	0.204
ERBB4	NKI_30	0.151
TNFRSF21	NKI_30	-0.206
PHGDH	NKI_30	-0.233
TFF3	NKI_30	0.481
STS-1	NKI_30	-0.287
TCEAL1	NKI_30	0.005
GABRP	NKI_30	-0.329
FLJ21127	NKI_30	-0.013
BCL2	NKI_30	-0.222
MOAP1	NKI_30	0.093
ACOT4	NKI_30	0.196
YBX1	NKI_30	-0.082
SOD2	NKI_30	-0.282
MREG	NKI_30	-0.074
CDH3	NKI_30	-0.261
C10orf38	NKI_30	0.05
RARRES1	NKI_30	-0.054
ABTB2	NKI_30	-0.047
RERG	NKI_30	0.098
ST8SIA1	NKI_30	-0.13
SIRPA	NKI_30	-0.308
MICALL1	NKI_30	-0.206
CDCA7	NKI_30	-0.632
ERBB4	NKI_30	-0.015
QSCN6L1	NKI_30	-0.299
CYP2B6	NKI_30	-0.042
CIRBP	NKI_30	0.158
ERBB3	NKI_30	-0.012
CHCHD5	NKI_30	0.032
LOC124220	NKI_30	0.088
TMCC2	NKI_30	-0.092
DACH1	NKI_30	0.107
HMGCL	NKI_30	0.176
NCOA7	NKI_30	-0.072
FSCN1	NKI_30	-0.156
KCNN4	NKI_30	-0.426
CPEB2	NKI_30	-0.137
CYP2B6	NKI_30	-0.08
AKR7A3	NKI_30	-0.447
FLJ20273	NKI_30	0.13
JMJD2B	NKI_30	0.059
CDK2AP1	NKI_30	-0.167
HEXIM1	NKI_30	0.21
SH2D2A	NKI_30	-0.196
IFNAR2	NKI_30	0.068
ASNS	NKI_30	-0.467
MLZE	NKI_30	-0.115
SKP1A	NKI_30	-0.032
MYO5C	NKI_30	0.243
APOBEC3B	NKI_30	-0.276
LRBA	NKI_30	0.063
UBXD3	NKI_30	0.183
DSC2	NKI_30	-0.229
TEGT	NKI_30	0.101
EML4	NKI_30	-0.076
KARCA1	NKI_30	-0.032
GATA3	NKI_31	0.338
CA12	NKI_31	-0.356
THSD4	NKI_31	-0.068
AFF3	NKI_31	0.073
TBC1D9	NKI_31	0.187
FOXA1	NKI_31	-0.026
GREB1	NKI_31	-0.427
DNALI1	NKI_31	0.314
VGLL1	NKI_31	-0.444
PRR15	NKI_31	0.071
SLC7A2	NKI_31	0.559
XBP1	NKI_31	-0.074
SCUBE2	NKI_31	-0.18
MYB	NKI_31	0.062
B3GNT5	NKI_31	-0.12
CELSR1	NKI_31	0.037
NAT1	NKI_31	0.514
MAGED2	NKI_31	-0.165
VAV3	NKI_31	-0.109
FBP1	NKI_31	-0.025
BCL11A	NKI_31	-0.381
SOD2	NKI_31	0.224
AGR2	NKI_31	-0.599
ERBB4	NKI_31	0.508
TNFRSF21	NKI_31	-0.141
PHGDH	NKI_31	-0.575
TFF3	NKI_31	-0.649
STS-1	NKI_31	0.107
TCEAL1	NKI_31	-0.011
GABRP	NKI_31	-0.787
FLJ21127	NKI_31	0.092
BCL2	NKI_31	0.232
MOAP1	NKI_31	-0.013
ACOT4	NKI_31	-0.047
YBX1	NKI_31	-0.05
SOD2	NKI_31	0.186
MREG	NKI_31	0.013
CDH3	NKI_31	-0.324
C10orf38	NKI_31	-0.142
RARRES1	NKI_31	-0.195
ABTB2	NKI_31	0.104
RERG	NKI_31	-0.081
ST8SIA1	NKI_31	0.018
SIRPA	NKI_31	0.16
MICALL1	NKI_31	-0.031
CDCA7	NKI_31	-0.621
ERBB4	NKI_31	0.508
QSCN6L1	NKI_31	-0.199
CYP2B6	NKI_31	-0.42
CIRBP	NKI_31	0.053
ERBB3	NKI_31	-0.199
CHCHD5	NKI_31	-0.003
LOC124220	NKI_31	0.019
TMCC2	NKI_31	-0.284
DACH1	NKI_31	-0.727
HMGCL	NKI_31	0.098
NCOA7	NKI_31	-0.036
FSCN1	NKI_31	-0.052
KCNN4	NKI_31	0.049
CPEB2	NKI_31	-0.111
CYP2B6	NKI_31	-0.446
AKR7A3	NKI_31	-0.142
FLJ20273	NKI_31	0.049
JMJD2B	NKI_31	-0.067
CDK2AP1	NKI_31	-0.052
HEXIM1	NKI_31	-0.079
SH2D2A	NKI_31	0.166
IFNAR2	NKI_31	-0.003
ASNS	NKI_31	-0.051
MLZE	NKI_31	-0.024
SKP1A	NKI_31	-0.07
MYO5C	NKI_31	0.05
APOBEC3B	NKI_31	-0.119
LRBA	NKI_31	-0.038
UBXD3	NKI_31	0.183
DSC2	NKI_31	-0.226
TEGT	NKI_31	-0.027
EML4	NKI_31	0.003
KARCA1	NKI_31	0.263
GATA3	NKI_32	0.121
CA12	NKI_32	0.275
THSD4	NKI_32	-0.086
AFF3	NKI_32	0.084
TBC1D9	NKI_32	0.319
FOXA1	NKI_32	0.261
GREB1	NKI_32	-0.446
DNALI1	NKI_32	0.185
VGLL1	NKI_32	-0.489
PRR15	NKI_32	-0.456
SLC7A2	NKI_32	-0.081
XBP1	NKI_32	0.033
SCUBE2	NKI_32	0.442
MYB	NKI_32	0.103
B3GNT5	NKI_32	-0.172
CELSR1	NKI_32	0.233
NAT1	NKI_32	0.161
MAGED2	NKI_32	0.103
VAV3	NKI_32	0.18
FBP1	NKI_32	-0.109
BCL11A	NKI_32	-0.527
SOD2	NKI_32	-0.01
AGR2	NKI_32	0.092
ERBB4	NKI_32	0.508
TNFRSF21	NKI_32	-0.12
PHGDH	NKI_32	-0.072
TFF3	NKI_32	-0.333
STS-1	NKI_32	-0.107
TCEAL1	NKI_32	-0.011
GABRP	NKI_32	-1.111
FLJ21127	NKI_32	0.061
BCL2	NKI_32	-0.11
MOAP1	NKI_32	0.072
ACOT4	NKI_32	0.115
YBX1	NKI_32	-0.183
SOD2	NKI_32	0.058
MREG	NKI_32	0.034
CDH3	NKI_32	-0.418
C10orf38	NKI_32	-0.325
RARRES1	NKI_32	-0.323
ABTB2	NKI_32	-0.216
RERG	NKI_32	0.111
ST8SIA1	NKI_32	-0.181
SIRPA	NKI_32	-0.034
MICALL1	NKI_32	-0.18
CDCA7	NKI_32	-0.541
ERBB4	NKI_32	0.469
QSCN6L1	NKI_32	-0.17
CYP2B6	NKI_32	0.508
CIRBP	NKI_32	0.183
ERBB3	NKI_32	-0.195
CHCHD5	NKI_32	0.1
LOC124220	NKI_32	0.092
TMCC2	NKI_32	-0.181
DACH1	NKI_32	0.2
HMGCL	NKI_32	0.171
NCOA7	NKI_32	-0.211
FSCN1	NKI_32	-0.157
KCNN4	NKI_32	-0.396
CPEB2	NKI_32	0.27
CYP2B6	NKI_32	0.475
AKR7A3	NKI_32	0.141
FLJ20273	NKI_32	0.184
JMJD2B	NKI_32	-0.036
CDK2AP1	NKI_32	-0.176
HEXIM1	NKI_32	0.148
SH2D2A	NKI_32	0.043
IFNAR2	NKI_32	0.159
ASNS	NKI_32	-0.197
MLZE	NKI_32	-0.057
SKP1A	NKI_32	0.181
MYO5C	NKI_32	0.248
APOBEC3B	NKI_32	0.044
LRBA	NKI_32	0.023
UBXD3	NKI_32	-0.116
DSC2	NKI_32	-0.341
TEGT	NKI_32	-0.002
EML4	NKI_32	-0.139
KARCA1	NKI_32	-0.267
GATA3	NKI_34	0.254
CA12	NKI_34	0.305
THSD4	NKI_34	-0.135
AFF3	NKI_34	0.428
TBC1D9	NKI_34	-0.234
FOXA1	NKI_34	0.195
GREB1	NKI_34	-0.628
DNALI1	NKI_34	0.255
VGLL1	NKI_34	-0.454
PRR15	NKI_34	-0.538
SLC7A2	NKI_34	0.67
XBP1	NKI_34	0.264
SCUBE2	NKI_34	-1.104
MYB	NKI_34	-0.014
B3GNT5	NKI_34	-0.217
CELSR1	NKI_34	-0.003
NAT1	NKI_34	0.041
MAGED2	NKI_34	-0.358
VAV3	NKI_34	0.419
FBP1	NKI_34	0.174
BCL11A	NKI_34	-0.119
SOD2	NKI_34	-0.181
AGR2	NKI_34	-0.531
ERBB4	NKI_34	0.23
TNFRSF21	NKI_34	0.037
PHGDH	NKI_34	0.096
TFF3	NKI_34	0.336
STS-1	NKI_34	-0.18
TCEAL1	NKI_34	-0.073
GABRP	NKI_34	-0.472
FLJ21127	NKI_34	0.016
BCL2	NKI_34	-0.496
MOAP1	NKI_34	0.245
ACOT4	NKI_34	-0.399
YBX1	NKI_34	-0.071
SOD2	NKI_34	-0.204
MREG	NKI_34	-0.078
CDH3	NKI_34	-1.023
C10orf38	NKI_34	-0.321
RARRES1	NKI_34	-0.469
ABTB2	NKI_34	-0.025
RERG	NKI_34	0.299
ST8SIA1	NKI_34	-0.293
SIRPA	NKI_34	-0.294
MICALL1	NKI_34	-0.191
CDCA7	NKI_34	-0.652
ERBB4	NKI_34	0.269
QSCN6L1	NKI_34	-0.02
CYP2B6	NKI_34	0.257
CIRBP	NKI_34	0.19
ERBB3	NKI_34	-0.041
CHCHD5	NKI_34	0.271
LOC124220	NKI_34	0.287
TMCC2	NKI_34	-0.057
DACH1	NKI_34	0.334
HMGCL	NKI_34	0.021
NCOA7	NKI_34	-0.363
FSCN1	NKI_34	-0.266
KCNN4	NKI_34	-0.43
CPEB2	NKI_34	-0.16
CYP2B6	NKI_34	0.224
AKR7A3	NKI_34	-0.063
FLJ20273	NKI_34	0.168
JMJD2B	NKI_34	-0.21
CDK2AP1	NKI_34	-0.311
HEXIM1	NKI_34	-0.23
SH2D2A	NKI_34	-0.061
IFNAR2	NKI_34	-0.198
ASNS	NKI_34	-0.705
MLZE	NKI_34	-0.064
SKP1A	NKI_34	0.166
MYO5C	NKI_34	0.044
APOBEC3B	NKI_34	-0.241
LRBA	NKI_34	-0.084
UBXD3	NKI_34	-0.255
DSC2	NKI_34	-0.671
TEGT	NKI_34	0.06
EML4	NKI_34	-0.01
KARCA1	NKI_34	-0.092
GATA3	NKI_35	-0.193
CA12	NKI_35	0.083
THSD4	NKI_35	-0.115
AFF3	NKI_35	-0.461
TBC1D9	NKI_35	-0.108
FOXA1	NKI_35	0.034
GREB1	NKI_35	-0.744
DNALI1	NKI_35	-0.117
VGLL1	NKI_35	-0.522
PRR15	NKI_35	0.278
SLC7A2	NKI_35	-0.297
XBP1	NKI_35	0.184
SCUBE2	NKI_35	0.127
MYB	NKI_35	0.169
B3GNT5	NKI_35	-0.183
CELSR1	NKI_35	0.093
NAT1	NKI_35	0.476
MAGED2	NKI_35	-0.125
VAV3	NKI_35	-0.262
FBP1	NKI_35	0.187
BCL11A	NKI_35	-0.31
SOD2	NKI_35	-0.073
AGR2	NKI_35	-0.388
ERBB4	NKI_35	-0.185
TNFRSF21	NKI_35	-0.083
PHGDH	NKI_35	0.128
TFF3	NKI_35	-0.765
STS-1	NKI_35	0.052
TCEAL1	NKI_35	0.005
GABRP	NKI_35	-0.642
FLJ21127	NKI_35	0.03
BCL2	NKI_35	-0.329
MOAP1	NKI_35	-0.19
ACOT4	NKI_35	0.029
YBX1	NKI_35	-0.097
SOD2	NKI_35	0.02
MREG	NKI_35	-0.196
CDH3	NKI_35	-0.485
C10orf38	NKI_35	-0.19
RARRES1	NKI_35	-0.402
ABTB2	NKI_35	0.104
RERG	NKI_35	-0.148
ST8SIA1	NKI_35	-0.341
SIRPA	NKI_35	-0.052
MICALL1	NKI_35	-0.142
CDCA7	NKI_35	-0.048
ERBB4	NKI_35	-0.15
QSCN6L1	NKI_35	0.04
CYP2B6	NKI_35	0.34
CIRBP	NKI_35	-0.233
ERBB3	NKI_35	0.305
CHCHD5	NKI_35	-0.018
LOC124220	NKI_35	0.223
TMCC2	NKI_35	0.069
DACH1	NKI_35	-0.086
HMGCL	NKI_35	0.086
NCOA7	NKI_35	-0.165
FSCN1	NKI_35	-0.027
KCNN4	NKI_35	-0.173
CPEB2	NKI_35	-0.093
CYP2B6	NKI_35	0.326
AKR7A3	NKI_35	-0.847
FLJ20273	NKI_35	-0.142
JMJD2B	NKI_35	-0.289
CDK2AP1	NKI_35	0.081
HEXIM1	NKI_35	0.003
SH2D2A	NKI_35	-0.112
IFNAR2	NKI_35	-0.139
ASNS	NKI_35	-0.407
MLZE	NKI_35	-0.02
SKP1A	NKI_35	-0.045
MYO5C	NKI_35	-0.105
APOBEC3B	NKI_35	-0.106
LRBA	NKI_35	-0.265
UBXD3	NKI_35	0.302
DSC2	NKI_35	-0.239
TEGT	NKI_35	0.233
EML4	NKI_35	-0.152
KARCA1	NKI_35	0.005
GATA3	NKI_36	-0.329
CA12	NKI_36	-0.254
THSD4	NKI_36	-0.424
AFF3	NKI_36	-0.463
TBC1D9	NKI_36	-0.08
FOXA1	NKI_36	-0.083
GREB1	NKI_36	-0.547
DNALI1	NKI_36	-0.113
VGLL1	NKI_36	-0.446
PRR15	NKI_36	-0.224
SLC7A2	NKI_36	-0.637
XBP1	NKI_36	-0.262
SCUBE2	NKI_36	-0.016
MYB	NKI_36	0.005
B3GNT5	NKI_36	-0.037
CELSR1	NKI_36	-0.265
NAT1	NKI_36	-0.128
MAGED2	NKI_36	-0.207
VAV3	NKI_36	-0.233
FBP1	NKI_36	0.173
BCL11A	NKI_36	-0.556
SOD2	NKI_36	-0.009
AGR2	NKI_36	-0.358
ERBB4	NKI_36	-0.258
TNFRSF21	NKI_36	0.055
PHGDH	NKI_36	-0.238
TFF3	NKI_36	-0.615
STS-1	NKI_36	0.132
TCEAL1	NKI_36	0.001
GABRP	NKI_36	-0.856
FLJ21127	NKI_36	-0.169
BCL2	NKI_36	-0.135
MOAP1	NKI_36	-0.077
ACOT4	NKI_36	-0.237
YBX1	NKI_36	0.041
SOD2	NKI_36	-0.064
MREG	NKI_36	-0.319
CDH3	NKI_36	-0.503
